schcd,school_name,distname,blkname,cluname,schmgt_desc,schmgtdet_desc,schcat_desc,school_medium,lowest_class,highest_class,school_close,Std_1,Std_2,Std_3,Std_4,Std_5,Std_6,Std_7,Std_8,Std_9,Std_10,Std_11,Std_12
27300209701,ZPPS PIMPALGAON -DE                                                                                                                                                                                                                                       ,Solapur,Barshi,Kusalamb,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,7,5,5,7,0,0,0,0,0,0,0,0
27300209801,ZPPS PIMPALWADI                                                                                                                                                                                                                                           ,Solapur,Barshi,Kusalamb,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,2,7,13,14,0,0,0,0,0,0,0,0
27300209802,NEW HIGH SCHOOL PIMPALWADI                                                                                                                                                                                                                                ,Solapur,Barshi,Kusalamb,Private (Education Dept.),Private Aided,Upper Pr. and Secondary,Marathi,5,10,N,0,0,0,0,8,21,12,13,24,20,0,0
27300209901,ZPPS PIMPRI -SAKAT                                                                                                                                                                                                                                        ,Solapur,Barshi,Sakat,Local Body,Zilla Parishad (Primary),Primary,"English, Hindi, Marathi, Urdu",1,4,N,11,2,3,11,0,0,0,0,0,0,0,0
27300209902,ZPPS MALWADI                                                                                                                                                                                                                                              ,Solapur,Barshi,Sakat,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,5,4,11,8,0,0,0,0,0,0,0,0
27300209903,ZPPS VIKASNAGAR                                                                                                                                                                                                                                           ,Solapur,Barshi,Sakat,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,6,12,7,4,0,0,0,0,0,0,0,0
27300209904,PIMPRI PRASHALA PIMPRI-SAKAT                                                                                                                                                                                                                              ,Solapur,Barshi,Sakat,Private (Education Dept.),Private Aided,Upper Pr. and Secondary,"English, Hindi, Marathi, Urdu",5,10,N,0,0,0,0,28,27,19,27,34,33,0,0
27300210001,ZPPS PIMPRI -- R                                                                                                                                                                                                                                          ,Solapur,Barshi,Bhatambre,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,7,10,16,9,0,0,0,0,0,0,0,0
27300210101,ZPPS PURI                                                                                                                                                                                                                                                 ,Solapur,Barshi,Kusalamb,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,5,8,7,8,0,0,0,0,0,0,0,0
27300210201,ZPPS RALERAS                                                                                                                                                                                                                                              ,Solapur,Barshi,Raleras,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,10,12,6,9,0,0,0,0,0,0,0,0
27300210202,ZPPS GANDHI WASTI                                                                                                                                                                                                                                         ,Solapur,Barshi,Raleras,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,8,7,10,6,0,0,0,0,0,0,0,0
